gal_id a b c av_x av_y av_z bv_x bv_y bv_z cv_x cv_y cv_z
0 0.6787176165511027 0.5267498323078086 0.5116635320971051 -0.16757427535071617 -0.5531082774862421 -0.8160821622954912 -0.6770754335953177 -0.5371155396817525 0.5030663517410918 -0.7165805742987981 0.636850163231966 -0.2844892794623783
1 0.628388652005401 0.6118932115228997 0.4803302709729438 -0.8948934682079859 0.3936175732424352 0.21031140385965402 0.2882467373934671 0.8695661057010351 -0.4009596066911948 0.3407044157927864 0.29819455704400816 0.8916280094347775
2 0.6561983835971344 0.6401648568868433 0.39948528257721944 -0.7384081363603645 0.43019395733507027 0.5193135692712108 0.32051660025346845 0.9014365427323031 -0.2910004611487589 0.5933148684457277 0.048428488508559124 0.8035123822207129
3 0.6609946466539327 0.6422707134722621 0.38805831665940094 -0.1117203325814921 0.5278217156140436 -0.8419755363513411 -0.8430840581799793 -0.4988624703684094 -0.20086190903380532 -0.5260492734817317 0.6874157927951432 0.5007311550973904
4 0.6692501042705059 0.5840076179311989 0.4593779332652475 -0.6480467083623422 -0.5766096678425674 0.4975507559347258 0.31042213739726815 0.3965868036462059 0.8639195586322821 0.6954664336935642 -0.7143109953823822 0.07801436714724772
5 0.6316499642821821 0.6167010385485383 0.46978908159045774 0.9411940351315555 0.24258246163093308 0.2351755462242132 -0.3341973469077428 0.5661190396096549 0.753539226789998 -0.04965804620206012 0.7878216690981018 -0.6138982783384193
6 0.6500423429136127 0.6230204023780047 0.4350699596767989 0.16629770599141963 -0.6157274893922954 0.7702108359330267 -0.17827832667261095 0.7494413754350224 0.6376162349131924 0.9698257117754744 0.24334601618420293 -0.014859515014712258
7 0.7036832240202472 0.545406339205027 0.4553682557850037 0.9158463790639292 -0.06613741977509446 0.3960445071718365 -0.173091184417337 0.8249595496421782 0.5380345558894687 0.362304915551105 0.5613088126509928 -0.7440884120908208
8 0.6942278889352056 0.5897255974909874 0.4126292315888469 0.34318572679702003 -0.6525421707148402 -0.6755829130177624 0.025507388155753003 -0.7125256144982294 0.7011823028523984 0.9389211522126193 0.25786811381534686 0.22788397443664704
9 0.6591372184063167 0.6296767005518158 0.4111674709147155 -0.1067156022262764 0.4459577902923637 0.8886694714678993 0.3958004381335058 0.8389594208231884 -0.3734824003689413 0.9121150110675781 -0.31187936688657864 0.2660403486233222
10 0.6546536635430724 0.5838875306345208 0.4801117610072798 -0.2250488509577297 0.860080806891694 -0.45783623742462576 -0.9712948280825171 -0.23520042216441206 0.035596605931405144 0.07706731877234933 -0.4527049447821562 -0.8883236242198145
11 0.7175955144719897 0.4984960388264378 0.4863810161827465 -0.11991398326706121 0.03291576952888029 0.9922384737215888 -0.6764803593201049 -0.7342205725204912 -0.0573975116344254 -0.7266326169882332 0.6781126034841145 -0.11031018504574888
12 0.6446598996305899 0.6135055232784946 0.4561027164809456 0.5188678206469699 0.8088722016682804 -0.2765898517035147 -0.7187882316338075 0.23767496461751395 -0.6533407145271194 0.4627306589818824 -0.5378070030804472 -0.7047297103683234
13 0.6749968695306132 0.6291029478158705 0.3855048202818545 0.8775376427899971 0.23090762056668787 -0.4202491597264722 -0.24460962191579386 0.9693754452206989 0.02184900614179233 0.4124243183334218 0.08362366272414982 0.9071456689417695
14 0.700756915161635 0.5441485206176004 0.4613531760727122 -0.8480627507486689 0.5210525744241931 -0.09640428143252439 -0.08637320984386498 -0.31542508747258663 -0.9450114723188173 -0.5228089894157026 -0.7931022814737273 0.3125052506875681
15 0.6541396818612772 0.638323391968172 0.4057573827949062 -0.7009220979758063 0.26985858983359184 0.6602155360654722 0.5963624837664159 0.7294893593039109 0.3349582998200228 0.3912288339644007 -0.6285074511534405 0.6722487510731879
16 0.6494782667013965 0.63389371596196 0.41995112052271366 0.13941755904249983 0.9112497215274624 0.38753927445712283 -0.8537352349663418 -0.08766883161416396 0.5132741222196697 -0.5016960163361833 0.4024153587768854 -0.7657434206135073
17 0.6989877198103673 0.6064399815027424 0.37900139954584455 0.7797826823208786 0.4994943699692603 0.3774179946974808 0.004262288361953195 0.5986060072730658 -0.8010322596216194 0.6260357827236198 -0.6262397483596914 -0.4646536089648017
18 0.7138846894629812 0.5670347349414918 0.4109018589916648 0.4619266816746095 0.7583188578262722 0.45997418473447116 0.1760274023945762 0.4299178364466333 -0.8855422110273816 0.8692744643455839 -0.49002363593004716 -0.0651056208525402
19 0.6847667743094912 0.568047250271785 0.4565255376787431 0.5975847981933615 0.5653403467533424 0.5685795470301496 -0.7689386959082872 0.6050249039414879 0.20658690071119246 0.22721287574224702 0.5606560067843777 -0.7962657541006859
20 0.7532607524418067 0.5119547535115174 0.4129191042413625 0.8549409372123674 -0.44198038531429207 -0.2715314583540345 0.4962128803631572 0.8493760833033464 0.17981392180241765 -0.15115810014728895 0.2884676898886543 -0.9454827447659556
21 0.6739064052179652 0.5766077209358914 0.46193074999130607 -0.6847677270829396 -0.4949740451666381 0.5348774201226293 0.5011888880151661 0.21297080174336652 0.8387211313272779 -0.5290584641377416 0.8424037821710931 0.10223995944859955
22 0.6379049929147513 0.6258684981006691 0.44874725618836575 -0.23524201977161427 -0.047258764852945424 0.9707872070017949 -0.02728954516073169 0.9987445613710478 0.04200692629405246 0.9715536386935577 0.016610547141125837 0.23623635805053506
23 0.687348119463475 0.5670925425024145 0.45381549600652477 -0.7192338211064362 -0.6921004639904883 -0.06082481665230032 0.6005723544685682 -0.5753180763478398 -0.5552674653493591 -0.34930725389650225 0.4358968441862961 -0.8294446235908174
24 0.6907492852730348 0.574177080458156 0.4395302785722551 0.03385198225847068 0.19473396265990972 0.9802717618517537 0.8511674545421561 -0.5196743470974201 0.07384129804585768 0.523801496394769 0.8318757459835209 -0.18334321808826679
25 0.7253634927967821 0.541829337726217 0.4245878164912098 -0.9073476071525913 0.36553556402592635 -0.20761519989325053 0.3587442879578572 0.9307417236568956 0.07086874982529866 0.21914117744521777 -0.010178176479052007 -0.9756400714769176
26 0.6428083688976025 0.6265120166228626 0.4407722091227787 -0.43562182375710096 -0.5780980483697937 -0.6899538195687974 0.46211891816567974 -0.8014127309760656 0.37971534088428105 0.7724504722892716 0.15342842337885143 -0.6162629201562925
27 0.64674988569435 0.6307621879853268 0.42878199681615825 -0.14367679740136435 0.7180277156404113 -0.6810236247449131 -0.8662258743726231 -0.42401988911544664 -0.26431017423078634 0.4785495924727883 -0.5519450454589998 -0.6828960055069815
28 0.6341549749785621 0.6031965386029633 0.4837352104797908 -0.8378727985987336 0.4455869781300063 0.3153116209233262 0.4093413476023516 0.8950304337181065 -0.1770880680945756 -0.3611216339565067 -0.019307191389408982 -0.9323188284322244
29 0.6089298283836134 0.597924029231318 0.5212327034196977 -0.18428398367793475 -0.4111991072679523 0.892723197604851 0.2933137918528925 0.8438838843739951 0.4492516101281504 0.9380865806889407 -0.34463790255265997 0.034903914614762103
30 0.7066395139235312 0.5578128542963029 0.4353248188988357 -0.3644757728788707 0.5333797841280967 0.7633239265657893 -0.24541720383426874 0.7357111621146181 -0.6312681538000524 0.8982916046844248 0.4174147719276626 0.13724831922489417
31 0.6328461555419751 0.5996974899100241 0.4897664606607759 -0.8772745708643439 -0.2253675757538187 -0.4237909662954461 0.4673371288968815 -0.19966754281323093 -0.8612368317143358 -0.10947755600670264 0.9535944253957093 -0.2804858937362553
32 0.6058050652054473 0.5927837338852179 0.5306697110987731 0.30870192407135466 0.8355966582627891 0.4544021861464835 0.8296662858056151 -0.47018092971597203 0.3009713400457592 -0.46514188832243364 -0.28409174227964473 0.8384121335574507
33 0.6342541418022324 0.6148487900792221 0.4687004646671512 -0.1317155561853686 0.34948729530339906 0.9276365897700963 0.7033288322843653 -0.6264983318793712 0.33589938051427887 0.6985553420712566 0.6966767331940116 -0.16328491507126372
34 0.608861675788984 0.5796147910778523 0.5416056744163044 -0.6204493862360269 -0.29455194022983355 0.7268299069425924 -0.7590276538912945 -0.007598767158371787 -0.6510140393001904 -0.1972804596193299 0.9556052601595036 0.2188584177222172
35 0.6456987558567657 0.6137710215357854 0.45426850629461185 0.3511693361234448 -0.039363711399588754 0.9354841503689245 0.7209997443686968 0.6487974561002965 -0.24335412381559843 -0.5973604154837282 0.7599423393801886 0.25621899779382756
36 0.6396499291507722 0.6190422537247834 0.4556714565578425 0.8937286203324263 0.43710870038183464 -0.10092144097862002 0.4137703419808751 -0.8901145568926789 -0.19102402912926755 -0.17332990883205082 0.12896534285711525 -0.9763834713093106
